10000
      78281.90	doctor
      78246.30	offer
      78173.50	class
      78039.80	complete
      77716.30	access
      77368.20	lower
      77327.00	wouldn't
      77300.10	repeated
      77286.70	forms
      77261.40	darkness
      77249.50	military
      77220.20	warm
      77183.80	drink
      77028.00	passion
      76976.60	ones
      76974.20	physical
      76922.80	example
      76672.00	ears
      76596.80	questions
      76592.90	start
      76560.40	lying
      76547.80	smiled
      76541.40	keeping
      76495.50	spite
      76402.20	shown
      76333.40	directly
      76067.50	james
      76059.60	hart
      75990.80	serious
      75918.00	hat
      75874.50	dog
      75859.50	silver
      75856.30	sufficient
      75850.00	main
      75813.60	mentioned
      75473.40	servant
      75429.90	pride
      75422.00	crowd
      75404.60	train
      75347.60	wonderful
      75253.50	moral
      75209.90	instant
      75153.00	associated
      75150.60	path
      75128.50	greek
      74981.30	meaning
      74906.90	fit
      74834.20	ordered
      74745.60	lot
      74505.00	he's
      74438.60	proved
      74413.30	obliged
      74391.90	enter
      74378.50	rule
      74342.90	sword
      74293.00	attack
      74266.10	seat
      74220.20	game
      74210.70	health
      74195.70	paragraph
      74053.30	statement
      74035.90	social
      73914.10	refund
      73906.20	sorry
      73882.40	courage
      73833.40	members
      73826.30	grace
      73755.10	official
      73726.60	dream
      73622.10	worthy
      73581.80	rock
      73527.20	jack
      73443.30	provided
      73437.80	special
      73338.90	shook
      73327.80	request
      73313.60	mighty
      73302.50	glance
      73281.20	heads
      73266.90	movement
      73232.90	fee
      73182.30	share
      73178.30	expect
      73076.30	couldn't
      72925.90	dollars
      72890.30	spread
      72815.20	opposite
      72644.30	glory
      72570.70	twelve
      72550.20	space
      72545.40	engaged
      72509.00	peter
      72450.50	wine
      72404.60	ordinary
      72333.40	mountains
      72268.50	taste
      72252.70	iron
      72166.50	isn't
      72160.90	distribute
      72098.40	trade
      72033.50	consider
      71894.30	greatly
      71888.00	accepted
      71884.80	forced
      71878.50	advantage
      71849.20	ideas
      71766.10	decided
      71751.90	using
      71744.00	officer
      71688.60	rate
      71654.60	clothes
      71582.60	sign
      71558.90	feelings
      71399.10	native
      71195.70	promised
      71190.20	judge
      71072.30	difference
      71042.30	working
      71040.70	anxious
      70948.90	marry
      70861.90	captain
      70763.80	finished
      70649.80	extent
      70643.50	watched
      70641.10	curious
      70609.50	foreign
      70524.90	besides
      70513.00	method
      70452.90	excellent
      70414.10	confidence
      70264.60	marked
      70256.70	'em
      70228.20	jesus
      70213.10	exactly
      70066.80	importance
      70018.50	finally
      69973.40	bill
      69861.10	vast
      69854.00	prove
      69771.70	fancy
      69761.40	quick
      69731.30	yes
      69666.50	sought
      69664.10	prevent
      69634.80	neck
      69628.50	hearts
      69603.20	liberty
      69601.60	interesting
      69594.50	sides
      69532.80	legal
      69507.50	gentlemen
      69442.60	dry
      69414.90	serve
      69368.20	aside
      69287.50	pure
      69279.60	concerning
      69212.40	forgotten
      69115.80	lose
      69073.10	powers
      68995.60	possessed
      68931.50	thrown
      68904.60	evidence
      68882.50	distant
      68874.50	michael
      68830.20	progress
      68603.20	similar
      68505.90	narrow
      68471.90	altogether
      68394.30	building
      68234.50	page
      68193.40	particularly
      68050.20	knowing
      67942.60	weeks
      67880.10	settled
      67815.20	holding
      67762.20	mountain
      67660.20	search
      67596.10	sad
      67589.70	sin
      67551.00	lies
      67492.40	proud
      67423.60	pieces
      67318.40	clearly
      67277.20	price
      67259.00	ships
      67229.00	thirty
      67152.20	sick
      67088.20	honest
      67063.60	shut
      66998.00	talked
      66981.40	bank
      66946.50	fate
      66940.20	dropped
      66827.90	judgment
      66803.40	conditions
      66590.50	king's
      66498.80	accept
      66475.80	hills
      66429.10	removed
      66263.00	forest
      66262.20	measure
      66220.30	species
      66141.20	seek
      66066.00	highest
      66054.90	otherwise
      66003.50	stream
      65994.00	honor
      65960.00	carefully
      65884.10	obtained
      65819.20	ear
      65708.40	bread
      65645.10	bottom
      65640.40	additional
      65615.90	presented
      65581.10	aid
      65564.40	fingers
      65556.50	q
      65554.20	remembered
      65396.70	choose
      65284.40	agreed
      65255.10	animal
      65118.20	events
      65017.80	there's
      64982.20	fully
      64971.90	delight
